Card ID,Week,System,Module,Topic,Subtopic,Learning Objective,Difficulty,Depth of Knowledge,Tier,Question,Answer,Explanation,Common Misconception,Tags
W1-192,Week 1,Cell Anatomy,Cell Anatomy,Nucleus,Nucleus,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What is chromatin?,"Loose, threadlike DNA wound on proteins, present when the cell is not dividing.","Chromatin is loose, threadlike DNA on proteins, present when the cell is not dividing.",Thinking chromatin and chromosomes are different molecules.,chromatin
W1-193,Week 1,Cell Anatomy,Cell Anatomy,Nucleus,Nucleus,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What are chromosomes?,Tightly coiled chromatin visible when the cell divides.,"Chromosomes are tightly coiled chromatin, visible only when the cell divides.",Thinking chromosomes are always visible.,chromosomes
W1-194,Week 1,Cell Anatomy,Cell Anatomy,Nucleus,Nucleus,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,3,2,core,Compare chromatin and chromosomes.,Chromatin is loose DNA when not dividing; chromosomes are tightly coiled chromatin during division.,Chromatin is the loose working form; chromosomes are the same DNA coiled tight for division.,Treating chromatin and chromosomes as unrelated.,chromatin; chromosomes
W1-195,Week 1,Cell Anatomy,Cell Anatomy,Nucleus,Nucleus,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,3,2,core,Why are nuclear pores important?,"They regulate movement between nucleus and cytoplasm, including mRNA exit.","Nuclear pores control what passes between nucleus and cytoplasm, including mRNA export.",Thinking the pores let anything pass freely.,nuclear pores
W1-201,Week 1,Cell Anatomy,Cell Anatomy,Membranous Organelles,Membranous Organelles,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What is rough ER?,A ribosome-studded membrane network that makes and packages proteins.,Rough ER is studded with ribosomes and makes and packages proteins.,Thinking rough ER makes lipids.,rough ER
W1-202,Week 1,Cell Anatomy,Cell Anatomy,Membranous Organelles,Membranous Organelles,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What is smooth ER?,A tubular membrane network without ribosomes that makes lipids and stores calcium.,Smooth ER lacks ribosomes and makes lipids and stores calcium.,Thinking smooth ER builds proteins.,smooth ER
W1-203,Week 1,Cell Anatomy,Cell Anatomy,Membranous Organelles,Membranous Organelles,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What is the Golgi apparatus?,"A stack of flattened membrane sacs that sorts, packages, and ships cell products.","The Golgi sorts, modifies, packages, and ships cell products.",Thinking the Golgi makes proteins from scratch.,Golgi apparatus
W1-204,Week 1,Cell Anatomy,Cell Anatomy,Membranous Organelles,Membranous Organelles,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What are lysosomes?,Membrane sacs of digestive enzymes that break down worn parts and debris.,Lysosomes carry digestive enzymes that break down worn parts and debris.,Confusing lysosomes with peroxisomes.,lysosomes
W1-205,Week 1,Cell Anatomy,Cell Anatomy,Membranous Organelles,Membranous Organelles,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What are peroxisomes?,Membrane sacs of enzymes that neutralize toxins and free radicals.,Peroxisomes hold enzymes that neutralize toxins and free radicals.,Thinking peroxisomes digest worn organelles like lysosomes.,peroxisomes
W1-206,Week 1,Cell Anatomy,Cell Anatomy,Membranous Organelles,Membranous Organelles,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What are mitochondria?,Double-membraned organelles that produce most of the cell’s ATP.,Mitochondria are double-membraned organelles that produce most of the cell's ATP.,"Thinking the nucleus, not mitochondria, powers the cell.",mitochondria
W1-207,Week 1,Cell Anatomy,Cell Anatomy,Membranous Organelles,Membranous Organelles,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What are vesicles?,Small membrane sacs that move substances within the cell.,Vesicles are small membrane sacs that shuttle substances within the cell.,Thinking vesicles are permanent fixed organelles.,vesicles
W1-208,Week 1,Cell Anatomy,Cell Anatomy,Non-membranous Organelles,Non-membranous Organelles,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What are ribosomes?,Tiny particles of RNA and protein that build proteins.,Ribosomes are RNA-and-protein particles that build proteins and are not membrane-bound.,Calling ribosomes a membranous organelle.,ribosomes
W1-209,Week 1,Cell Anatomy,Cell Anatomy,Non-membranous Organelles,Non-membranous Organelles,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,Where can ribosomes be located?,Free in the cytosol or attached to rough ER.,Ribosomes are free in the cytosol or bound to rough ER.,Thinking ribosomes exist only on the ER.,ribosomes
W1-210,Week 1,Cell Anatomy,Cell Anatomy,Non-membranous Organelles,Non-membranous Organelles,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What is the cytoskeleton?,An internal protein framework that gives the cell shape and allows movement.,The cytoskeleton is an internal protein framework giving shape and enabling movement.,"Thinking the cytoskeleton is a rigid, fixed scaffold.",cytoskeleton
W1-211,Week 1,Cell Anatomy,Cell Anatomy,Cytoskeleton,Cytoskeleton,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What are microfilaments?,"The thinnest cytoskeletal fibers, made of actin.","Microfilaments are the thinnest fibers, made of actin.",Confusing microfilaments with microtubules by size.,microfilaments
W1-212,Week 1,Cell Anatomy,Cell Anatomy,Cytoskeleton,Cytoskeleton,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What do microfilaments do?,Support the cell surface and enable movement.,Microfilaments support the cell surface and enable movement.,Thinking microfilaments form transport tracks.,microfilaments
W1-213,Week 1,Cell Anatomy,Cell Anatomy,Cytoskeleton,Cytoskeleton,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What are intermediate filaments?,Rope-like cytoskeletal fibers that resist pulling forces and give the cell strength.,Intermediate filaments are rope-like fibers that resist pulling and give strength.,Confusing intermediate filaments with microtubules.,intermediate filaments
W1-214,Week 1,Cell Anatomy,Cell Anatomy,Cytoskeleton,Cytoskeleton,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What are microtubules?,The thickest cytoskeletal fibers; hollow tubes that form tracks for transport.,"Microtubules are the thickest fibers, hollow tubes that form transport tracks.",Thinking microtubules are the thinnest fibers.,microtubules
W1-215,Week 1,Cell Anatomy,Cell Anatomy,Cytoskeleton,Cytoskeleton,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What is the centrosome?,A region near the nucleus that organizes microtubules.,The centrosome is the region near the nucleus that organizes microtubules.,Confusing the centrosome with the centrioles inside it.,centrosome
W1-216,Week 1,Cell Anatomy,Cell Anatomy,Cytoskeleton,Cytoskeleton,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What are centrioles?,"Paired rod-shaped structures within the centrosome, made of nine microtubule triplets in a 9+0 array.",Centrioles are paired rods of nine microtubule triplets in a 9+0 array.,Confusing the 9+0 centriole array with the 9+2 of cilia.,centrioles
W1-217,Week 1,Cell Anatomy,Cell Anatomy,Cytoskeleton,Cytoskeleton,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What do centrioles organize during cell division?,The spindle.,Centrioles organize the spindle that separates chromosomes during division.,Thinking centrioles build the cell membrane.,centrioles; spindle
W1-218,Week 1,Cell Anatomy,Cell Anatomy,Endomembrane System,Endomembrane System,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What is the endomembrane system?,"The connected route of nuclear envelope, ER, Golgi apparatus, vesicles, and lysosomes.","The endomembrane system is the connected route of nuclear envelope, ER, Golgi, vesicles, and lysosomes.",Thinking mitochondria are part of the endomembrane system.,endomembrane system
W1-219,Week 1,Cell Anatomy,Cell Anatomy,Endomembrane System,Endomembrane System,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,Where does a secreted protein begin its path?,Rough ER.,A secreted protein's path begins in the rough ER where it is made.,Thinking secretion starts at the Golgi.,secreted protein pathway
W1-220,Week 1,Cell Anatomy,Cell Anatomy,Endomembrane System,Endomembrane System,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What carries a product from the ER to the Golgi apparatus?,A transport vesicle.,A transport vesicle buds from the ER and carries the product to the Golgi.,Thinking the product moves without a vesicle.,transport vesicle
W1-221,Week 1,Cell Anatomy,Cell Anatomy,Endomembrane System,Endomembrane System,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,"What organelle sorts, modifies, and packages a product?",Golgi apparatus.,"The Golgi sorts, modifies, and packages the product mid-path.",Thinking the Golgi only stores products.,Golgi apparatus
W1-222,Week 1,Cell Anatomy,Cell Anatomy,Endomembrane System,Endomembrane System,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What carries a product from the Golgi to the plasma membrane?,A secretory vesicle.,A secretory vesicle carries the finished product from the Golgi to the membrane.,Confusing transport and secretory vesicles.,secretory vesicle
